ID,Source,Domain,Question,Option_A,Option_B,Option_C,Option_D,Correct_Index,Correct_Answer_Text,Explanation,Your_Result
455,dojo-exam6,high-perf-arch,"A global news network created a CloudFront distribution for their web application. However, you noticed that the application’s origin server is being hit for each request instead of the AWS Edge locations, which serve the cached objects. The issue occurs even for the commonly requested objects.
What could be a possible cause of this issue?",The file sizes of the cached objects are too large for CloudFront to handle.,"An object is only cached by CloudFront once a successful request has been made hence, the objects were not requested before, which is why the request is still directed to the origin server.",The Cache-Control max-age directive is set to zero.,There are two primary origins configured in your Amazon CloudFront Origin Group.,2,is: The Cache-Control max-age directive is set to zero.,"You can control how long your objects stay in a CloudFront cache before CloudFront forwards another request to your origin. Reducing the duration allows you to serve dynamic content. Increasing the duration means your users get better performance because your objects are more likely to be served directly from the edge cache. A longer duration also reduces the load on your origin.
Typically, CloudF",Incorrect
456,dojo-exam6,high-perf-arch,"A company is using Amazon S3 to store frequently accessed data. The S3 bucket is shared with external users that will upload files regularly. A Solutions Architect needs to implement a solution that will grant the bucket owner full access to all uploaded objects in the S3 bucket.
What action should be done to achieve this task?",Enable the Requester Pays feature in the Amazon S3 bucket.,Create a CORS configuration in the S3 bucket.,Create a bucket policy that will require the users to set the object’s ACL to `bucket-owner-full-control`.,Enable server access logging and set up an IAM policy that will require the users to set the object’s ACL to `bucket-owner-full-control`.,2,is: Create a bucket policy that will require the users to set the object’s ACL to `bucket-owner-full-control`.,"Amazon S3 stores data as objects within buckets. An object is a file and any optional metadata that describes the file. To store a file in Amazon S3, you upload it to a bucket. When you upload a file as an object, you can set permissions on the object and any metadata. Buckets are containers for objects. You can have one or more buckets. You can control access for each bucket, deciding who can cre",Incorrect
457,dojo-exam6,high-perf-arch,"A company developed a financial analytics web application hosted in a Docker container using MEAN (MongoDB, Express.js, AngularJS, and Node.js) stack. You want to easily port that web application to AWS Cloud which can automatically handle all the tasks such as balancing load, auto-scaling, monitoring, and placing your containers across your cluster.
Which of the following services can be used to ",AWS CloudFormation,AWS Compute Optimizer,Amazon Elastic Container Service (Amazon ECS),AWS Elastic Beanstalk,2,"is: AWS Elastic Beanstalk.
Amazon Elastic Container Service (Amazon ECS) is incorrect. Although it also provides Service Auto Scaling, Service Load Balancing, and Monitoring with CloudWatch, these fea","AWS Elastic Beanstalk supports the deployment of web applications from Docker containers. With Docker containers, you can define your own runtime environment. You can choose your own platform, programming language, and any application dependencies (such as package managers or tools), that aren’t supported by other platforms. Docker containers are self-contained and include all the configuration in",Incorrect
458,dojo-exam6,high-perf-arch,"A global medical research company has a molecular imaging system that provides each client with frequently updated images of what is happening inside the human body at the molecular and cellular levels. The system is hosted in AWS and the images are hosted in an S3 bucket behind a CloudFront web distribution. When a fresh batch of images is uploaded to S3, it is required to keep the previous ones ",Use versioned objects,Invalidate the files in your CloudFront web distribution,Add a separate cache behavior path for the content and configure a custom object caching with a Minimum TTL of 0,"Add Cache-Control no-cache, no-store, or private directives in the S3 bucket",0,,"To control the versions of files that are served from your distribution, you can either invalidate files or give them versioned file names. If you want to update your files frequently, AWS recommends that you primarily use file versioning for the following reasons:
   * Versioning enables you to control which file a request returns even when the user has a version cached either locally or behind a",Incorrect
459,dojo-exam6,secure-arch,"A company has several unencrypted Amazon EBS snapshots in its Amazon VPC. The Solutions Architect must ensure that all of the new EBS volumes restored from the unencrypted snapshots are automatically encrypted.
What should be done to accomplish this requirement?",Launch new EBS volumes and encrypt them using asymmetric AWS KMS keys.,Enable the EBS Encryption By Default feature for the AWS Region.,Launch new EBS volumes and specify the symmetric encryption AWS KMS keys for encryption.,Enable the EBS Encryption By Default feature for specific EBS volumes.,1,is: Enable the EBS Encryption By Default feature for the AWS Region.,"You can configure your AWS account to enforce the encryption of the new EBS volumes and snapshot copies that you create. For example, Amazon EBS encrypts the EBS volumes created when you launch an instance and the snapshots that you copy from an unencrypted snapshot.

Encryption by default has no effect on existing EBS volumes or snapshots. The following are important considerations in EBS encrypt",Incorrect
460,dojo-exam6,high-perf-arch,"A Solutions Architect needs to set up the required compute resources for the application which have workloads that require high, sequential read and write access to very large data sets on local storage.
Which of the following instance type is the most suitable one to use in this scenario?",Memory Optimized Instances,Storage Optimized Instances,General Purpose Instances,Compute Optimized Instances,0,"is: Storage Optimized Instances.
Memory Optimized Instances is incorrect because these are designed to deliver fast performance for workloads that process large data sets in memory, which is quite dif","Storage optimized instances are designed for workloads that require high, sequential read and write access to very large data sets on local storage. They are optimized to deliver tens of thousands of low-latency, random I/O operations per second (IOPS) to applications.

Hence, the correct answer is: Storage Optimized Instances.
Memory Optimized Instances is incorrect because these are designed to ",Incorrect
461,dojo-exam6,high-perf-arch,"An airline company receives a lot of requests to book flights, update booking details, and flight check-ins. Since these requests flood the customer support teams, the management wants to build a self-service solution that can handle these requests without a human agent. This solution should be text-based, allowing users to type concerns in a chat box while AI analyzes intentions, provides answers","Create a conversational chatbot using Amazon Comprehend for natural-language processing (NLP). Depending on the user’s intent, invoke AWS Lambda functions that can perform the needed actions.",Deploy a conversational chatbot using Amazon Rekognition. Define conversation flow for specific user intentions. Create AWS Lambda functions that can be invoked depending on user intentions.,Work with an AWS Managed Service Provider (MSP) to deploy a conversational chatbot using Amazon Polly for natural-language processing (NLP) and Speech Synthesis Markup Language (SSML) to enhance spoke,Deploy a conversational chatbot using Amazon Lex. Define conversation flow for specific user intentions. Integrate AWS Lambda functions as code hooks to perform actions based on user requests.,0,,"Amazon Lex enables you to build applications using a speech or text interface powered by the same technology that powers Amazon Alexa. Amazon Lex provides deep functionality and flexibility in natural language understanding (NLU) and automatic speech recognition (ASR), so you can build highly engaging user experiences with lifelike conversational interactions and create new categories of products.",Incorrect
462,dojo-exam6,resilient-arch,"A software development company has hundreds of Amazon EC2 instances with multiple Application Load Balancers (ALBs) across multiple AWS Regions. The public applications hosted in their EC2 instances are accessed on their on-premises network. The company needs to reduce the number of IP addresses that it needs to regularly whitelist on the corporate firewall device.
Which of the following approach ",Launch a Network Load Balancer with an associated Elastic IP address. Set the ALBs in multiple Regions as targets.,Create a new Lambda function that tracks the changes in the IP addresses of all ALBs across multiple AWS Regions. Schedule the function to run and update the corporate firewall every hour using Amazon,Use AWS Global Accelerator and create an endpoint group for each AWS Region. Associate the Application Load Balancer from each region to the corresponding endpoint group.,Use AWS Global Accelerator and create multiple endpoints for all the available AWS Regions. Associate all the private IP addresses of the EC2 instances to the corresponding endpoints.,2,is: Use AWS Global Accelerator and create an endpoint group for each AWS Region. Associate the Application Load Balancer from each region to the corresponding endpoint group.,"AWS Global Accelerator is a service that improves the availability and performance of your applications with local or global users. It provides static IP addresses that act as a fixed entry point to your application endpoints in a single or multiple AWS Regions, such as your Application Load Balancers, Network Load Balancers, or Amazon EC2 instances.
When the application usage grows, the number of",Incorrect
463,dojo-exam6,high-perf-arch,"A company deployed a web application to an EC2 instance that adds a variety of photo effects to a picture uploaded by the users. The application will put the generated photos to an S3 bucket by sending PUT requests to the S3 API.
What is the best option for this scenario considering that you need to have API credentials to be able to send a request to the S3 API?","Create a role in IAM. Afterwards, assign this role to a new EC2 instance.",Encrypt the API credentials and store in any directory of the EC2 instance.,Store the API credentials in the root web application directory of the EC2 instance.,Store your API credentials in Amazon S3 Glacier.,0,"is: Create a role in IAM. Afterwards, assign this role to a new EC2 instance.","The best option is to create a role in IAM. Afterward, assign this role to a new EC2 instance. Applications must sign their API requests with AWS credentials. Therefore, if you are an application developer, you need a strategy for managing credentials for your applications that run on EC2 instances.

You can securely distribute your AWS credentials to the instances, enabling the applications on th",Incorrect
464,dojo-exam6,cost-optimized-arch,"A company has a fleet of running Spot EC2 instances behind an Application Load Balancer. The incoming traffic comes from various users across multiple AWS regions, and you would like to have the user’s session shared among the fleet of instances.
A Solutions Architect is required to set up a distributed session management layer that will provide scalable and shared data storage for the user sessio",AWS ELB sticky sessions,Amazon ElastiCache for Redis Global Datastore,Amazon ElastiCache for Memcached with Auto Discovery,Amazon RDS database with RDS Proxy,2,is: Amazon ElastiCache for Memcached with Auto Discovery,"For sub-millisecond latency caching, ElastiCache is the best choice. In order to address scalability and to provide a shared data storage for sessions that can be accessed from any individual web server, you can abstract the HTTP sessions from the web servers themselves. A common solution for this is to leverage an In-Memory Key/Value store such as Redis and Memcached.

For clusters running the Me",Incorrect
465,dojo-exam6,cost-optimized-arch,"A company has multiple AWS sandbox accounts that are used by its development team. All developers must be given access to the contents of one of the main account’s S3 buckets. For security purposes, any personally identifiable information (PII) or financial data uploaded in the bucket must be continuously monitored and removed.
How can this be done at the lowest possible cost and with the least am",Configure cross-account replication on the S3 bucket. Integrate AWS Audit Manager with the S3 bucket to discover any personally identifiable information (PII) or financial data.,Generate a pre-signed URL for the objects on the S3 bucket. Use the Amazon S3 Storage Lens to discover personally identifiable information (PII) or financial data.,Add S3 read permission to the IAM policy of each IAM user from the sandbox accounts. Use Amazon Detective to discover personally identifiable information (PII) or financial data.,Create an S3 bucket policy that grants access from the sandbox accounts. Use Amazon Macie to discover personally identifiable information (PII) or financial data.,2,is: Create an S3 bucket policy that grants access from the sandbox accounts. Use Amazon Macie to discover personally identifiable information (PII) or financial data.,"In Amazon S3, you can grant users in another AWS account (Account B) granular cross-account access to objects owned by your account (Account A). Depending on the type of access that you want to provide, use one of the following solutions to grant cross-account access to objects:
– AWS Identity and Access Management (IAM) policies and resource-based bucket policies ( for programmatic-only access to",Incorrect
466,dojo-exam6,cost-optimized-arch,"A company is running an on-premises application backed by a 1TB MySQL 8.0 database. A couple of times each month, the production data is fully copied to a staging database at the request of the analytics team. The team can’t work on the staging database until the copy is finished, which takes hours.
Throughout this period, the application experiences intermittent downtimes as well. To expedite the",Clone the production database in the staging environment using Aurora cloning.,Replicate the production database to a staging database using the `mysqldump` client utility,Use an Amazon RDS database in a Multi-AZ Deployments configuration,Use an Amazon Aurora database with Multi-AZ Replicas.,0,,"The resiliency of an application pertains to its ability to recover from infrastructure or service disruptions. Both Amazon Aurora and Amazon RDS can give you a highly resilient infrastructure by deploying replicas in multiple availability zones. Both database services can perform an automatic failover to a standby instance in the event of failure. However, only Amazon Aurora has the ability to re",Incorrect
467,dojo-exam6,high-perf-arch,"A multinational manufacturing company has multiple accounts in AWS to separate their various departments such as finance, human resources, engineering and many others. There is a requirement to ensure that certain access to services and actions are properly controlled to comply with the security policy of the company.
As the Solutions Architect, which is the most suitable way to set up the multi-a",Connect all departments by setting up a cross-account access to each of the AWS accounts of the company. Create and attach IAM policies to your resources based on their respective departments to contr,Provide access to externally authenticated users via Identity Federation. Set up an IAM role to specify permissions for users from each department whose identity is federated from your organization or,Use AWS Organizations and Service Control Policies to control services on each account.,Set up a common IAM policy that can be applied across all AWS accounts.,0,,"Using AWS Organizations and Service Control Policies to control services on each account is the correct answer. Refer to the diagram below:

AWS Organizations offers policy-based management for multiple AWS accounts. With Organizations, you can create groups of accounts, automate account creation, apply and manage policies for those groups. Organizations enable you to centrally manage policies acr",Incorrect
468,dojo-exam6,cost-optimized-arch,"A Solutions Architect is implementing a new High-Performance Computing (HPC) system in AWS that involves orchestrating several Amazon Elastic Container Service (Amazon ECS) tasks with an Amazon EC2 launch type that is part of an ECS cluster. The ECS cluster is configured with an ECS Capacity Provider to dynamically manage and scale the EC2 instances based on ECS task demand, ensuring sufficient co",Launch an Amazon Elastic File System (Amazon EFS) with Provisioned Throughput mode and set the performance mode to `Max I/O`. Configure the EFS file system as the container mount point in the ECS task,Launch an Amazon Elastic File System (Amazon EFS) file system with Bursting Throughput mode and set the performance mode to `General Purpose`. Configure the EFS file system as the container mount poin,Set up an SMB file share by creating an Amazon FSx for Windows File Server. Set the file share as the container mount point in the ECS task definition of the ECS cluster.,Launch an Amazon DynamoDB table with DynamoDB Accelerator (DAX) and DynamoDB Streams enabled. Configure the table to be accessible by all ECS cluster instances. Set the DynamoDB table as the container,0,is: Launch an Amazon Elastic File System (Amazon EFS) with Provisioned Throughput mode and set the performance mode to `Max I/O`. Configure the EFS file system as the container mount point in the ECS ,"Amazon Elastic File System (Amazon EFS) provides simple, scalable file storage for use with your Amazon ECS tasks. With Amazon EFS, storage capacity is elastic, growing and shrinking automatically as you add and remove files. Your applications can have the storage they need when they need it.
You can use Amazon EFS file systems with Amazon ECS to access file system data across your fleet of Amazon",Incorrect
469,dojo-exam6,high-perf-arch,"A startup is building IoT devices and monitoring applications. They are using IoT sensors to monitor the traffic in real-time by using an Amazon Kinesis Stream that is configured with default settings. It then sends the data to an Amazon S3 bucket every 3 days. When you checked the data in S3 on the 3rd day, only the data for the last day is present and no data is present from 2 days ago.
Which of",Amazon S3 bucket has encountered a data loss.,Someone has manually deleted the record in Amazon S3.,"By default, data records in Kinesis are only accessible for 24 hours from the time they are added to a stream.",The access of the Kinesis stream to the S3 bucket is insufficient.,2,"is: By default, data records in Kinesis are only accessible for 24 hours from the time they are added to a stream.","By default, records of a stream in Amazon Kinesis are accessible for up to 24 hours from the time they are added to the stream. You can raise this limit to up to 7 days by enabling extended data retention.

Hence, the correct answer is: By default, data records in Kinesis are only accessible for 24 hours from the time they are added to a stream.
The option that says: Amazon S3 bucket has encounter",Incorrect
470,dojo-exam6,high-perf-arch,"A computer animation film studio runs a web application on an Amazon EC2 instance. It uploads 5 GB video objects to an Amazon S3 bucket. Video uploads take longer than expected, impacting the application’s performance.
Which method will help improve the performance of the application?",Enable Enhanced Networking with the Elastic Network Adapter (ENA) on your EC2 Instances.,Use S3 Multipart Upload API.,Use Amazon Elastic Block Store (Amazon EBS) Provisioned IOPS volumes in a Logical Volume Management (LVM) stripe configuration on an EBS-optimized instance to maximize throughput.,Leverage on Amazon CloudFront and use HTTP POST method to reduce latency.,1,is: Use S3 Multipart Upload API.,"The main issue is the slow upload time of the video objects to Amazon S3. To address this issue, you can use Multipart upload in S3 to improve the throughput. It allows you to upload parts of your object in parallel thus, decreasing the time it takes to upload big objects. Each part is a contiguous portion of the object’s data.
You can upload these object parts independently and in any order. If t",Incorrect
471,dojo-exam6,resilient-arch,"A disaster recovery team is planning to back up on-premises records to a local file server share through SMB protocol. To meet the company’s business continuity plan, the team must ensure that a copy of data from 48 hours ago is available for immediate access. Accessing older records with delay is tolerable.
Which should the DR team implement to meet the objective with the LEAST amount of configur",Use an AWS Storage File gateway with enough storage to keep data from the last 48 hours. Send the backups to an SMB share mounted as a local disk.,Create an SMB file share in Amazon FSx for Windows File Server that has enough storage to store all backups. Access the file share from on-premises.,Create an AWS Backup plan to copy data backups to a local SMB share every 48 hours.,Mount an Amazon EFS file system on the on-premises client and copy all backups to an NFS share.,0,is: Use an AWS Storage File gateway with enough storage to keep data from the last 48 hours. Send the backups to an SMB share mounted as a local disk.,"Amazon S3 File Gateway presents a file interface that enables you to store files as objects in Amazon S3 using the industry-standard NFS and SMB file protocols, and access those files via NFS and SMB from your data center or Amazon EC2, or access those files as objects directly in Amazon S3.

When you deploy File Gateway, you specify how much disk space you want to allocate for local cache. This l",Incorrect
472,dojo-exam6,high-perf-arch,"A startup is building a microservices architecture in which the software is composed of small independent services that communicate over well-defined APIs. In building large-scale systems, fine-grained decoupling of microservices is a recommended practice to implement. The decoupled services should scale horizontally from each other to improve scalability.
What is the difference between Horizontal",Vertical scaling means running the same software on bigger machines which is limited by the capacity of the individual server. Horizontal scaling is adding more servers to the existing pool and doesn’,Horizontal scaling means running the same software on smaller containers such as Docker and Kubernetes using ECS or EKS. Vertical scaling is adding more servers to the existing pool and doesn’t run in,Horizontal scaling means running the same software on bigger machines which is limited by the capacity of individual servers. Vertical scaling is adding more servers to the existing pool and doesn’t r,Vertical scaling means running the same software on a fully serverless architecture using Lambda. Horizontal scaling means adding more servers to the existing pool and it doesn’t run into limitations ,0,is,"Vertical scaling means running the same software on bigger machines which is limited by the capacity of the individual server. Horizontal scaling is adding more servers to the existing pool and doesn’t run into limitations of individual servers.

Fine-grained decoupling of microservices is a best practice for building large-scale systems. It’s a prerequisite for performance optimization since it a",Incorrect
473,dojo-exam6,cost-optimized-arch,"A commercial bank has designed its next-generation online banking platform to use a distributed system architecture. The Solutions Architect was tasked to ensure that the architecture is highly scalable, cost-effective, and leverages Amazon EC2 for compute resources.
Which of the following will provide the most suitable solution for this scenario?","Launch multiple EC2 instances behind an Application Load Balancer to host your application services, and an AWS Step Functions workflow which will act as a highly scalable buffer that stores messages ",Launch multiple On-Demand EC2 instances to host your application services and an Amazon SQS queue which will act as a highly-scalable buffer that stores messages as they travel between distributed app,Launch an Auto-Scaling group of EC2 instances to host your application services and an Amazon SQS queue. Include an Auto Scaling trigger to watch the SQS queue size which will either scale in or scale,"Launch multiple EC2 instances and use Elastic Load Balancing to distribute traffic across the instances, which will host application services, while Amazon SNS will act as a highly-scalable buffer for",0,is: Launch an Auto-Scaling group of EC2 instances to host your application services and an Amazon SQS queue. Include an Auto Scaling trigger to watch the SQS queue size which will either scale in or s,"An Auto Scaling group allows you to maintain the health and availability of your application by scaling the number of EC2 instances up or down based on demand. This is particularly useful in a banking platform where traffic can be highly variable. The group can scale out (add more instances) during high-demand periods and scale in (remove instances) during low demand periods, ensuring optimal reso",Incorrect
474,dojo-exam6,high-perf-arch,"A healthcare company has developed an AWS Lambda function to handle requests from a third-party analytics service. When new patient data is available, the service sends an `HTTP POST` request to a webhook intended to trigger the Lambda function.
What would be the MOST operationally efficient solution to ensure that the service can call the Lambda function?",Launch an EC2 instance that acts as a proxy for the Lambda function. Give the instance’s public IP as a webhook to the third-party analytics service.,Generate a Lambda Function URL and use it as the webhook for the third-party analytics service.,Create an API Gateway endpoint for the Lambda function. Provide the endpoint as a webhook to the third-party analytics service.,Attach an Amazon SQS queue to the Lambda function. Use the SQS queue URL as the webhook.,0,is: Generate a Lambda Function URL and use it as the webhook for the third-party analytics service.,"Lambda function URLs are HTTP(S) endpoints dedicated to your Lambda function. You can easily create and set up a function URL using the Lambda console or API. Once created, Lambda generates a unique URL endpoint for your use.

In the scenario, creating a function URL is the simplest and most straightforward way of making the Lambda function callable by the analytics service. This also simplifies t",Incorrect
475,dojo-exam6,high-perf-arch,"A company is designing a customized text messaging service that targets its mobile app users. As part of its multi-engagement marketing campaign, a company needs to send a one-time confirmation message to all of its subscribers using Short Message Service (SMS). The solutions architect must design the system to allow a subscriber to reply to the SMS messages.
The customer responses must be kept fo",Create a new topic in Amazon Simple Notification Service (Amazon SNS) and an Amazon Kinesis data stream configured with all its default settings. Send SMS messages using Amazon SNS. Integrate the Kine,Set up an Amazon Connect contact flow to send the confirmation SMS messages to the mobile app users. Deploy an AWS Lambda function to process and analyze the responses. Store the data to Amazon S3 Gla,Create an Amazon Pinpoint journey for the multi-engagement SMS marketing campaign and an Amazon Kinesis Data Stream for analysis. Configure Amazon Pinpoint to send events to the Kinesis data stream fo,"Launch a new Amazon Simple Queue Service (Amazon SQS) queue to send out SMS messages. Use AWS Step Functions and AWS Lambda to collect, process, and analyze responses. Store the data to Amazon S3 Glac",0,is: Create an Amazon Pinpoint journey for the multi-engagement SMS marketing campaign and an Amazon Kinesis Data Stream for analysis. Configure Amazon Pinpoint to send events to the Kinesis data strea,"In Amazon Pinpoint, an event is an action that occurs when a user interacts with one of your applications, when you send a message from a campaign or journey, or when you send a transactional SMS or email message. For example, if you send an email message, several events occur:
– When you send the message, a send event occurs.
– When the message reaches the recipient’s inbox, a delivered event occ",Incorrect
476,dojo-exam6,resilient-arch,"An online stock trading system is hosted in AWS and uses an AWS Auto Scaling group of Amazon EC2 instances, an Amazon Relational Database Service (Amazon RDS) database, and an Amazon ElastiCache for Redis. To improve the data security of the in-memory data store, it is required for users to enter a password before being granted permission to execute Redis commands.
Which of the following should be",Enable the in-transit encryption for Redis replication groups.,Authenticate the users using Redis AUTH by creating a new Redis Cluster with both the `--transit-encryption-enabled` and `--auth-token` parameters enabled.,Create a new Redis replication group and set the `AtRestEncryptionEnabled` parameter to `true`.,Create a new Redis replication group and enable AWS KMS managed keys (CSE-KMS) to secure the in-memory data store.,1,is: Authenticate the users using Redis AUTH by creating a new Redis Cluster with both the `--transit-encryption-enabled` and `--auth-token` parameters enabled.,"Using Redis `AUTH` command can improve data security by requiring the user to enter a password before they are granted permission to execute Redis commands on a password-protected Redis server.
To require that users enter a password on a password-protected Redis server, include the parameter `--auth-token` with the correct password when you create your replication group or cluster and on all subse",Incorrect
477,dojo-exam6,high-perf-arch,"A company created a VPC with a single subnet then launched an On-Demand EC2 instance in that subnet. You have attached an Internet gateway (IGW) to the VPC and verified that the EC2 instance has a public IP. The main route table of the VPC is as shown below:
 However, the instance still cannot be reached from the Internet when you tried to connect to it from your computer. Which of the following s",Add the following entry to the route table: 10.0.0.0/27 -> Your Internet Gateway,Add this new entry to the route table: 0.0.0.0/0 -> Your Internet Gateway,Add this new entry to the route table: 0.0.0.0/27 -> Your Internet Gateway,Modify the above route table: 10.0.0.0/27 -> Your Internet Gateway,0,,"Apparently, the route table does not have an entry for the Internet Gateway. This is why you cannot connect to the EC2 instance. To fix this, you have to add a route with a destination of `0.0.0.0/0` for IPv4 traffic or `::/0` for IPv6 traffic, and then a target of the Internet gateway ID (`igw-xxxxxxxx`).
This should be the correct route table configuration after adding the new entry.

 
Referenc",Incorrect
478,dojo-exam6,resilient-arch,"A fast food company is using AWS to host its online ordering system which uses an Auto Scaling group of Amazon EC2 instances deployed across multiple Availability Zones with an Application Load Balancer in front. To better handle the incoming traffic from various digital devices, a new routing logic is being considered. Requests with URLs matching /api/android should be directed to a target group ",Use path conditions to define rules that forward requests to different target groups based on the URL in the request.,Use host conditions to define rules that forward requests to different target groups based on the hostname in the host header. This enables you to support multiple domains using a single load balancer,Replace your ALB with a Network Load Balancer then use host conditions to define rules that forward requests to different target groups based on the URL in the request.,Replace your ALB with a Gateway Load Balancer then use path conditions to define rules that forward requests to different target groups based on the URL in the request.,0,is: Use path conditions to define rules that forward requests to different target groups based on the URL in the request.,"If your application is composed of several individual services, an Application Load Balancer can route a request to a service based on the content of the request, such as Host field, Path URL, HTTP header, HTTP method, Query string, or Source IP address. Path-based routing allows you to route a client request based on the URL path of the HTTP header. Each path condition has one path pattern. If th",Incorrect
479,dojo-exam6,high-perf-arch,"A tech company is having an issue whenever they try to connect to the newly created EC2 instance using a Remote Desktop connection from a computer. Upon checking, the Solutions Architect has verified that the instance has a public IP and the Internet gateway and route tables are in place.
What else should he do to resolve this issue?",Adjust the security group to allow inbound traffic on port 22 from the company’s IP address.,You should restart the EC2 instance since there might be some issue with the instance,You should create a new instance since there might be some issue with the instance,Adjust the security group to allow inbound traffic on port 3389 from the company’s IP address.,0,is: Adjust the security group to allow inbound traffic on port 3389 from the company’s IP address.,"Since you are using a Remote Desktop connection to access your EC2 instance, you have to ensure that the Remote Desktop Protocol is allowed in the security group. By default, the server listens on TCP port 3389 and UDP port 3389.

Hence, the correct answer is: Adjust the security group to allow inbound traffic on port 3389 from the company’s IP address.
The option that says: Adjust the security gr",Incorrect
480,dojo-exam6,high-perf-arch,"A company plans to launch an application that tracks the GPS coordinates of delivery trucks in the country. The coordinates are transmitted from each delivery truck every five seconds. The must be able to process coordinates from multiple consumers in real-time. The aggregated data will be analyzed in a separate reporting application.
Which AWS service should you use for this scenario?",Amazon Simple Queue Service,Amazon AppStream,Amazon Elastic MapReduce (EMR),Amazon Kinesis,0,is: Amazon Kinesis.,"Amazon Kinesis makes it easy to collect, process, and analyze real-time, streaming data so you can get timely insights and react quickly to new information. It offers key capabilities to cost-effectively process streaming data at any scale, along with the flexibility to choose the tools that best suit the requirements of your application.

With Amazon Kinesis, you can ingest real-time data such as",Incorrect
481,dojo-exam6,resilient-arch,"A website hosted on Amazon ECS container instances loads slowly during peak traffic, affecting its availability. Currently, the container instances are run behind an Application Load Balancer, and CloudWatch alarms are configured to send notifications to the operations team if there is a problem in availability so they can scale out if needed. A solutions architect needs to create an automatic sca",Create an AWS Auto Scaling policy that scales out the ECS cluster when the ALB target group’s CPU utilization is too high.,Create an AWS Auto Scaling policy that scales out the ECS service when the ALB hits a high CPU utilization.,Create an AWS Auto Scaling policy that scales out an ECS service when the ALB endpoint becomes unreachable.,Create an AWS Auto Scaling policy that scales out the ECS cluster when the service’s CPU utilization is too high.,0,"Create an AWS Auto scaling policy that scales out the ECS service when the service’s memory utilization is too high.
– Create an AWS Auto scaling policy that scales out the ECS cluster when the servic","AWS Auto Scaling monitors your applications and automatically adjusts capacity to maintain steady, predictable performance at the lowest possible cost. Using AWS Auto Scaling, it’s easy to set up application scaling for multiple resources across multiple services in minutes. The service provides a simple, powerful user interface that lets you build scaling plans for resources, including Amazon EC2",Incorrect
482,dojo-exam6,secure-arch,"A company has an application architecture that stores both the access key ID and the secret access key in a plain text file on a custom Amazon Machine Image (AMI). The EC2 instances, which are created by using this AMI, are using the stored access keys to connect to a DynamoDB table.
What should the Solutions Architect do to make the current architecture more secure?",Put the access keys in Amazon Glacier instead.,Do nothing. The architecture is already secure because the access keys are already in the Amazon Machine Image.,Put the access keys in an Amazon S3 bucket instead.,Remove the stored access keys in the AMI. Create a new IAM role with permissions to access the DynamoDB table and assign it to the EC2 instances.,0,,"You should use an IAM role to manage temporary credentials for applications that run on an EC2 instance. When you use an IAM role, you don’t have to distribute long-term credentials (such as a user name and password or access keys) to an EC2 instance.
Instead, the role supplies temporary permissions that applications can use when they make calls to other AWS resources. When you launch an EC2 insta",Incorrect
483,dojo-exam6,cost-optimized-arch,"An e-commerce company plans to optimize its disaster recovery configuration using AWS Cloud to minimize operational disruptions during outages or major system maintenance for its on-premises Microsoft SQL Server-based application. The objective is to achieve a recovery point objective (RPO) of 60 seconds or less and a recovery time objective (RTO) of 1 hour.
Which of the following is the MOST cost",Use Microsoft SQL Server Enterprise with Always On availability groups and set up a multi-site active/active setup between the corporate on-premises application and AWS.,Back up SQL Server to AWS Storage Gateway for hybrid storage and fast disaster recovery. Enable fast snapshot restore in Amazon Elastic Block Store (Amazon EBS).,"On AWS, implement a warm standby using Amazon RDS for SQL Server database and configure AWS Database Migration Service (AWS DMS) with change data capture (CDC) to sync the data from the on-premises ap",Set up a pilot light strategy using AWS Elastic Disaster Recovery (AWS DRS) to replicate the changes of the on-premises application to AWS,1,is: Set up a pilot light strategy using AWS Elastic Disaster Recovery (AWS DRS) to replicate the changes of the on-premises application to AWS,"AWS Elastic Disaster Recovery (AWS DRS) provides continuous block-level replication, recovery orchestration, and automated server conversion capabilities. These allow customers to achieve a crash-consistent recovery point objective (RPO) of seconds, and a recovery time objective (RTO) typically ranging between 5–20 minutes. 
In the event of a disaster, AWS Elastic Disaster Recovery (AWS DRS) assis",Incorrect
484,dojo-exam6,resilient-arch,"A top university has recently launched its online learning portal where the students can take e-learning courses from the comforts of their homes. The portal is on a large On-Demand EC2 instance with a single Amazon Aurora database.
How can you improve the availability of your Aurora database to prevent any unnecessary downtime of the online portal?",Deploy Aurora to two Auto-Scaling groups of EC2 instances across two Availability Zones with an elastic load balancer which handles load balancing.,Create Amazon Aurora Replicas.,Enable Hash Joins to improve the database query performance.,Use an Asynchronous Key Prefetch in Amazon Aurora to improve the performance of queries that join tables across indexes.,0,"here is to create Amazon Aurora Replicas.
Deploying Aurora to two Auto-Scaling groups of EC2 instances across two Availability Zones with an elastic load balancer which handles load balancing is incor","Amazon Aurora MySQL and Amazon Aurora PostgreSQL support Amazon Aurora Replicas, which share the same underlying volume as the primary instance. Updates made by the primary are visible to all Amazon Aurora Replicas. With Amazon Aurora MySQL, you can also create MySQL Read Replicas based on MySQL’s binlog-based replication engine. In MySQL Read Replicas, data from your primary instance is replayed ",Incorrect
